date,text,platform,cleaned_text,tokenized,normalized,no_stopwords,stemmed,final_text,sentiment_score,sentiment
2026-05-02T13:03:02.000Z,hentikan MBG dan di ganti sembako murah aja pak.,tiktok,hentikan mbg dan di ganti sembako murah aja pak,"['hentikan', 'mbg', 'dan', 'di', 'ganti', 'sembako', 'murah', 'aja', 'pak']","['hentikan', 'mbg', 'dan', 'di', 'ganti', 'sembako', 'murah', 'saja', 'pak']","['hentikan', 'mbg', 'ganti', 'sembako', 'murah']","['henti', 'mbg', 'ganti', 'sembako', 'murah']",henti mbg ganti sembako murah,-9.0,Negatif
2026-05-02T07:49:24.000Z,harga ayam 1kg dari 30rb jadi 45rb karena MBG😁,tiktok,harga ayam kg dari rb jadi rb karena mbg,"['harga', 'ayam', 'kg', 'dari', 'rb', 'jadi', 'rb', 'karena', 'mbg']","['harga', 'ayam', 'kg', 'dari', 'ribu', 'jadi', 'ribu', 'karena', 'mbg']","['harga', 'ayam', 'kg', 'ribu', 'ribu', 'mbg']","['harga', 'ayam', 'kg', 'ribu', 'ribu', 'mbg']",harga ayam kg ribu ribu mbg,3.0,Positif
2026-05-03T09:48:47.000Z,pov belakang nya pak prabowo :waduuuh🤐,tiktok,pov belakang nya pak prabowo waduuuh,"['pov', 'belakang', 'nya', 'pak', 'prabowo', 'waduuuh']","['pov', 'belakang', 'pak', 'prabowo', 'waduuuh']","['pov', 'prabowo', 'waduuuh']","['pov', 'prabowo', 'waduuuh']",pov prabowo waduuuh,0.0,Netral
2026-05-01T11:56:13.000Z,"sebenarnya MBG itu program bagus tapi yg ngelola nya aja ada yg bagus ada yg kagak d situ lh permasalahan nya, karena d zaman saya sekolah gak ada program itu dan melihat anak² sklh zaman sekarang dapat MBG gue iri, Waktu saya sklh tunggu pulang sekolah baru bisa mkan selama sklh nahan lapar dan sekarang anak² sklh bisa kenyang d sklh itu karena dapat MBG itu",tiktok,sebenarnya mbg itu program bagus tapi yg ngelola nya aja ada yg bagus ada yg kagak d situ lh permasalahan nya karena d zaman saya sekolah gak ada program itu dan melihat anak sklh zaman sekarang dapat mbg gue iri waktu saya sklh tunggu pulang sekolah baru bisa mkan selama sklh nahan lapar dan sekarang anak sklh bisa kenyang d sklh itu karena dapat mbg itu,"['sebenarnya', 'mbg', 'itu', 'program', 'bagus', 'tapi', 'yg', 'ngelola', 'nya', 'aja', 'ada', 'yg', 'bagus', 'ada', 'yg', 'kagak', 'd', 'situ', 'lh', 'permasalahan', 'nya', 'karena', 'd', 'zaman', 'saya', 'sekolah', 'gak', 'ada', 'program', 'itu', 'dan', 'melihat', 'anak', 'sklh', 'zaman', 'sekarang', 'dapat', 'mbg', 'gue', 'iri', 'waktu', 'saya', 'sklh', 'tunggu', 'pulang', 'sekolah', 'baru', 'bisa', 'mkan', 'selama', 'sklh', 'nahan', 'lapar', 'dan', 'sekarang', 'anak', 'sklh', 'bisa', 'kenyang', 'd', 'sklh', 'itu', 'karena', 'dapat', 'mbg', 'itu']","['sebenarnya', 'mbg', 'itu', 'program', 'bagus', 'tapi', 'yang', 'ngelola', 'saja', 'ada', 'yang', 'bagus', 'ada', 'yang', 'kagak', 'di', 'situ', 'boleh', 'permasalahan', 'karena', 'di', 'zaman', 'saya', 'sekolah', 'tidak', 'ada', 'program', 'itu', 'dan', 'melihat', 'anak', 'sekolah', 'zaman', 'sekarang', 'dapat', 'mbg', 'gue', 'iri', 'waktu', 'saya', 'sekolah', 'tunggu', 'pulang', 'sekolah', 'baru', 'bisa', 'mkan', 'selama', 'sekolah', 'menahan', 'lapar', 'dan', 'sekarang', 'anak', 'sekolah', 'bisa', 'kenyang', 'di', 'sekolah', 'itu', 'karena', 'dapat', 'mbg', 'itu']","['mbg', 'program', 'bagus', 'ngelola', 'bagus', 'kagak', 'situ', 'permasalahan', 'zaman', 'sekolah', 'program', 'anak', 'sekolah', 'zaman', 'mbg', 'gue', 'iri', 'sekolah', 'tunggu', 'pulang', 'sekolah', 'mkan', 'sekolah', 'menahan', 'lapar', 'anak', 'sekolah', 'kenyang', 'sekolah', 'mbg']","['mbg', 'program', 'bagus', 'ngelola', 'bagus', 'kagak', 'situ', 'masalah', 'zaman', 'sekolah', 'program', 'anak', 'sekolah', 'zaman', 'mbg', 'gue', 'iri', 'sekolah', 'tunggu', 'pulang', 'sekolah', 'mkan', 'sekolah', 'tahan', 'lapar', 'anak', 'sekolah', 'kenyang', 'sekolah', 'mbg']",mbg program bagus ngelola bagus kagak situ masalah zaman sekolah program anak sekolah zaman mbg gue iri sekolah tunggu pulang sekolah mkan sekolah tahan lapar anak sekolah kenyang sekolah mbg,-11.0,Negatif
2026-05-02T03:17:29.000Z,"""mbg bermanfaat atau tidak""
BERMANFAATTT PAKKK,I LIKE MBG,KRNA MBG AKU JD HEMATT JAJANNNN DANN JD RAJIN MENABUNGGGGG",tiktok,"mbg bermanfaat atau tidak
bermanfaattt pakkki like mbgkrna mbg aku jd hematt jajannnn dann jd rajin menabunggggg","['mbg', 'bermanfaat', 'atau', 'tidak', 'bermanfaattt', 'pakkki', 'like', 'mbgkrna', 'mbg', 'aku', 'jd', 'hematt', 'jajannnn', 'dann', 'jd', 'rajin', 'menabunggggg']","['mbg', 'bermanfaat', 'atau', 'tidak', 'bermanfaattt', 'pakkki', 'like', 'mbgkrna', 'mbg', 'saya', 'jadi', 'hemat', 'jajannnn', 'dann', 'jadi', 'rajin', 'menabunggggg']","['mbg', 'bermanfaat', 'bermanfaattt', 'pakkki', 'like', 'mbgkrna', 'mbg', 'hemat', 'jajannnn', 'dann', 'rajin', 'menabunggggg']","['mbg', 'manfaat', 'bermanfaattt', 'pakkki', 'like', 'mbgkrna', 'mbg', 'hemat', 'jajannnn', 'dann', 'rajin', 'menabunggggg']",mbg manfaat bermanfaattt pakkki like mbgkrna mbg hemat jajannnn dann rajin menabunggggg,-1.0,Negatif
2026-05-01T10:57:55.000Z,"[Sticker] dengan mbg ekonomi kita susah harga bahan pangan pada melonjak tinggi, sejahtera dari mana pak",tiktok,dengan mbg ekonomi kita susah harga bahan pangan pada melonjak tinggi sejahtera dari mana pak,"['dengan', 'mbg', 'ekonomi', 'kita', 'susah', 'harga', 'bahan', 'pangan', 'pada', 'melonjak', 'tinggi', 'sejahtera', 'dari', 'mana', 'pak']","['dengan', 'mbg', 'ekonomi', 'kita', 'susah', 'harga', 'bahan', 'pangan', 'pada', 'melonjak', 'tinggi', 'sejahtera', 'dari', 'mana', 'pak']","['mbg', 'ekonomi', 'susah', 'harga', 'bahan', 'pangan', 'melonjak', 'sejahtera']","['mbg', 'ekonomi', 'susah', 'harga', 'bahan', 'pangan', 'lonjak', 'sejahtera']",mbg ekonomi susah harga bahan pangan lonjak sejahtera,-3.0,Negatif
2026-05-01T15:54:37.000Z,MBG itu gak bermanfaat tapi dimanfaatkan,tiktok,mbg itu gak bermanfaat tapi dimanfaatkan,"['mbg', 'itu', 'gak', 'bermanfaat', 'tapi', 'dimanfaatkan']","['mbg', 'itu', 'tidak', 'bermanfaat', 'tapi', 'dimanfaatkan']","['mbg', 'bermanfaat', 'dimanfaatkan']","['mbg', 'manfaat', 'manfaat']",mbg manfaat manfaat,10.0,Positif
2026-05-01T11:10:20.000Z,"mending sekolah gratis pak, saya dapat mbg kalo gak punya biaya sekolah mahh lama-lama putus sekolah,☺️",tiktok,mending sekolah gratis pak saya dapat mbg kalo gak punya biaya sekolah mahh lamalama putus sekolah,"['mending', 'sekolah', 'gratis', 'pak', 'saya', 'dapat', 'mbg', 'kalo', 'gak', 'punya', 'biaya', 'sekolah', 'mahh', 'lamalama', 'putus', 'sekolah']","['mending', 'sekolah', 'gratis', 'pak', 'saya', 'dapat', 'mbg', 'kalau', 'tidak', 'punya', 'biaya', 'sekolah', 'mah', 'lamalama', 'putus', 'sekolah']","['mending', 'sekolah', 'gratis', 'mbg', 'biaya', 'sekolah', 'mah', 'lamalama', 'putus', 'sekolah']","['mending', 'sekolah', 'gratis', 'mbg', 'biaya', 'sekolah', 'mah', 'lamalama', 'putus', 'sekolah']",mending sekolah gratis mbg biaya sekolah mah lamalama putus sekolah,5.0,Positif
2026-05-03T14:58:07.000Z,Programnya bagus pak . Cuma banyak disalahgunakan …,tiktok,programnya bagus pak  cuma banyak disalahgunakan,"['programnya', 'bagus', 'pak', 'cuma', 'banyak', 'disalahgunakan']","['programnya', 'bagus', 'pak', 'cuma', 'banyak', 'disalahgunakan']","['programnya', 'bagus', 'disalahgunakan']","['program', 'bagus', 'disalahgunakan']",program bagus disalahgunakan,-4.0,Negatif
2026-05-02T11:02:56.000Z,dari dulu g ada MBG semua sehat,tiktok,dari dulu g ada mbg semua sehat,"['dari', 'dulu', 'g', 'ada', 'mbg', 'semua', 'sehat']","['dari', 'dulu', 'enggak', 'ada', 'mbg', 'semua', 'sehat']","['mbg', 'sehat']","['mbg', 'sehat']",mbg sehat,-1.0,Negatif
2026-05-01T13:16:04.000Z,MBG mensejahterakan petugas nya doang. makanannya asal asalan.,tiktok,mbg mensejahterakan petugas nya doang makanannya asal asalan,"['mbg', 'mensejahterakan', 'petugas', 'nya', 'doang', 'makanannya', 'asal', 'asalan']","['mbg', 'mensejahterakan', 'petugas', 'doang', 'makanannya', 'asal', 'asalan']","['mbg', 'mensejahterakan', 'petugas', 'doang', 'makanannya', 'asalan']","['mbg', 'sejahtera', 'tugas', 'doang', 'makan', 'asal']",mbg sejahtera tugas doang makan asal,-3.0,Negatif
2026-05-02T02:42:08.000Z,"MBG sangat bermanfaat pagi anak"" tapi merugikan pedagang"" kecil .sembako pada naik ..jualan nya GK rami LG pembelinya.",tiktok,mbg sangat bermanfaat pagi anak tapi merugikan pedagang kecil sembako pada naik jualan nya gk rami lg pembelinya,"['mbg', 'sangat', 'bermanfaat', 'pagi', 'anak', 'tapi', 'merugikan', 'pedagang', 'kecil', 'sembako', 'pada', 'naik', 'jualan', 'nya', 'gk', 'rami', 'lg', 'pembelinya']","['mbg', 'sangat', 'bermanfaat', 'pagi', 'anak', 'tapi', 'merugikan', 'pedagang', 'kecil', 'sembako', 'pada', 'naik', 'jualan', 'tidak', 'rami', 'lagi', 'pembelinya']","['mbg', 'bermanfaat', 'pagi', 'anak', 'merugikan', 'pedagang', 'sembako', 'jualan', 'rami', 'pembelinya']","['mbg', 'manfaat', 'pagi', 'anak', 'rugi', 'dagang', 'sembako', 'jual', 'rami', 'bel']",mbg manfaat pagi anak rugi dagang sembako jual rami bel,-5.0,Negatif
2026-05-01T10:46:18.000Z,MBG(Makan Berkedok Gizi),tiktok,mbgmakan berkedok gizi,"['mbgmakan', 'berkedok', 'gizi']","['mbgmakan', 'berkedok', 'gizi']","['mbgmakan', 'berkedok', 'gizi']","['mbgmakan', 'kedok', 'gizi']",mbgmakan kedok gizi,0.0,Netral
2026-05-01T15:05:10.000Z,"padahal pak Wowo udh baik Lo..
ngasih MBG 🗿",tiktok,"padahal pak wowo udh baik lo
ngasih mbg","['padahal', 'pak', 'wowo', 'udh', 'baik', 'lo', 'ngasih', 'mbg']","['padahal', 'pak', 'wowo', 'sudah', 'baik', 'lo', 'mengasih', 'mbg']","['wowo', 'lo', 'mengasih', 'mbg']","['wowo', 'lo', 'asih', 'mbg']",wowo lo asih mbg,-1.0,Negatif
2026-05-01T11:24:09.000Z,"bermanfaat woii, kalau ada mbg jauh lebih hemat bagi siswa-siswi",tiktok,bermanfaat woii kalau ada mbg jauh lebih hemat bagi siswasiswi,"['bermanfaat', 'woii', 'kalau', 'ada', 'mbg', 'jauh', 'lebih', 'hemat', 'bagi', 'siswasiswi']","['bermanfaat', 'woii', 'kalau', 'ada', 'mbg', 'jauh', 'lebih', 'hemat', 'bagi', 'siswasiswi']","['bermanfaat', 'woii', 'mbg', 'hemat', 'siswasiswi']","['manfaat', 'woii', 'mbg', 'hemat', 'siswasiswi']",manfaat woii mbg hemat siswasiswi,2.0,Positif
2026-05-05T13:19:57.000Z,SEE MY RREPOST,tiktok,see my rrepost,"['see', 'my', 'rrepost']","['sih', 'my', 'rrepost']","['my', 'rrepost']","['my', 'rrepost']",my rrepost,0.0,Netral
2026-05-01T13:28:22.000Z,mbg sekolah swasta gw enak jir😂,tiktok,mbg sekolah swasta gw enak jir,"['mbg', 'sekolah', 'swasta', 'gw', 'enak', 'jir']","['mbg', 'sekolah', 'swasta', 'saya', 'enak', 'jir']","['mbg', 'sekolah', 'swasta', 'enak', 'jir']","['mbg', 'sekolah', 'swasta', 'enak', 'jir']",mbg sekolah swasta enak jir,-4.0,Negatif
2026-05-01T10:54:34.000Z,pada ga ngeliat dampak mbg gini padahal tujuan buat putaran ekonomi,tiktok,pada ga ngeliat dampak mbg gini padahal tujuan buat putaran ekonomi,"['pada', 'ga', 'ngeliat', 'dampak', 'mbg', 'gini', 'padahal', 'tujuan', 'buat', 'putaran', 'ekonomi']","['pada', 'tidak', 'melihat', 'dampak', 'mbg', 'begini', 'padahal', 'tujuan', 'buat', 'putaran', 'ekonomi']","['dampak', 'mbg', 'tujuan', 'putaran', 'ekonomi']","['dampak', 'mbg', 'tuju', 'putar', 'ekonomi']",dampak mbg tuju putar ekonomi,-7.0,Negatif
2026-05-01T16:14:36.000Z,"ih penting , aku kalo ga dikasih jajan sm org tua ku ak makan mbg , mbg nya enakkk' jugaa",tiktok,ih penting  aku kalo ga dikasih jajan sm org tua ku ak makan mbg  mbg nya enakkk jugaa,"['ih', 'penting', 'aku', 'kalo', 'ga', 'dikasih', 'jajan', 'sm', 'org', 'tua', 'ku', 'ak', 'makan', 'mbg', 'mbg', 'nya', 'enakkk', 'jugaa']","['ih', 'penting', 'saya', 'kalau', 'tidak', 'dikasih', 'jajan', 'sama', 'orang', 'tua', 'ku', 'aku', 'makan', 'mbg', 'mbg', 'enakkk', 'juga']","['ih', 'dikasih', 'jajan', 'orang', 'tua', 'makan', 'mbg', 'mbg', 'enakkk']","['ih', 'kasih', 'jajan', 'orang', 'tua', 'makan', 'mbg', 'mbg', 'enakkk']",ih kasih jajan orang tua makan mbg mbg enakkk,-6.0,Negatif
2026-05-01T12:00:11.000Z,mbg nya ganti diamond ff aja pak,tiktok,mbg nya ganti diamond ff aja pak,"['mbg', 'nya', 'ganti', 'diamond', 'ff', 'aja', 'pak']","['mbg', 'ganti', 'diamond', 'ff', 'saja', 'pak']","['mbg', 'ganti', 'diamond', 'ff']","['mbg', 'ganti', 'diamond', 'ff']",mbg ganti diamond ff,0.0,Netral
2026-05-01T12:05:36.000Z,"laanjuttkan pak
ada anak sya yg jauh dri syaa
ibu smbung nya gak pernah masak
boro2 nyiapin sarpan negor aja gak pernah,,anak sya senang klo sekolah gak laper lagi ktanyaa
mksih bnyak ya bpk persidenku
perogram bpk sangat membantu anak2 yg kurang mampu,jauh dri orang tuaa dan anak yatim piatu🙏🙏🥰",tiktok,"laanjuttkan pak
ada anak sya yg jauh dri syaa
ibu smbung nya gak pernah masak
boro nyiapin sarpan negor aja gak pernahanak sya senang klo sekolah gak laper lagi ktanyaa
mksih bnyak ya bpk persidenku
perogram bpk sangat membantu anak yg kurang mampujauh dri orang tuaa dan anak yatim piatu","['laanjuttkan', 'pak', 'ada', 'anak', 'sya', 'yg', 'jauh', 'dri', 'syaa', 'ibu', 'smbung', 'nya', 'gak', 'pernah', 'masak', 'boro', 'nyiapin', 'sarpan', 'negor', 'aja', 'gak', 'pernahanak', 'sya', 'senang', 'klo', 'sekolah', 'gak', 'laper', 'lagi', 'ktanyaa', 'mksih', 'bnyak', 'ya', 'bpk', 'persidenku', 'perogram', 'bpk', 'sangat', 'membantu', 'anak', 'yg', 'kurang', 'mampujauh', 'dri', 'orang', 'tuaa', 'dan', 'anak', 'yatim', 'piatu']","['laanjuttkan', 'pak', 'ada', 'anak', 'saya', 'yang', 'jauh', 'dari', 'syaa', 'ibu', 'smbung', 'tidak', 'pernah', 'masak', 'boro', 'nyiapin', 'sarpan', 'negor', 'saja', 'tidak', 'pernahanak', 'saya', 'senang', 'kalo', 'sekolah', 'tidak', 'laper', 'lagi', 'ktanyaa', 'terima kasih', 'banyak', 'ya', 'bpk', 'persidenku', 'perogram', 'bpk', 'sangat', 'membantu', 'anak', 'yang', 'kurang', 'mampujauh', 'dari', 'orang', 'tuaa', 'dan', 'anak', 'yatim', 'piatu']","['laanjuttkan', 'anak', 'syaa', 'smbung', 'masak', 'boro', 'nyiapin', 'sarpan', 'negor', 'pernahanak', 'senang', 'kalo', 'sekolah', 'laper', 'ktanyaa', 'terima kasih', 'bpk', 'persidenku', 'perogram', 'bpk', 'membantu', 'anak', 'mampujauh', 'orang', 'tuaa', 'anak', 'yatim', 'piatu']","['laanjuttkan', 'anak', 'syaa', 'smbung', 'masak', 'boro', 'nyiapin', 'sarpan', 'negor', 'pernahanak', 'senang', 'kalo', 'sekolah', 'laper', 'ktanyaa', 'terima', 'kasih', 'bpk', 'persidenku', 'perogram', 'bpk', 'bantu', 'anak', 'mampujauh', 'orang', 'tuaa', 'anak', 'yatim', 'piatu']",laanjuttkan anak syaa smbung masak boro nyiapin sarpan negor pernahanak senang kalo sekolah laper ktanyaa terima kasih bpk persidenku perogram bpk bantu anak mampujauh orang tuaa anak yatim piatu,-20.0,Negatif
2026-05-01T11:56:20.000Z,tolong stop aja pak. kantin saya jd sepi bgt,tiktok,tolong stop aja pak kantin saya jd sepi bgt,"['tolong', 'stop', 'aja', 'pak', 'kantin', 'saya', 'jd', 'sepi', 'bgt']","['tolong', 'stop', 'saja', 'pak', 'kantin', 'saya', 'jadi', 'sepi', 'banget']","['tolong', 'stop', 'kantin', 'sepi', 'banget']","['tolong', 'stop', 'kantin', 'sepi', 'banget']",tolong stop kantin sepi banget,-11.0,Negatif
2026-05-01T12:01:57.000Z,hahaha kali ini dia dengar langsung di depan muka😂,tiktok,hahaha kali ini dia dengar langsung di depan muka,"['hahaha', 'kali', 'ini', 'dia', 'dengar', 'langsung', 'di', 'depan', 'muka']","['hahaha', 'kali', 'ini', 'dia', 'dengar', 'langsung', 'di', 'depan', 'muka']","['hahaha', 'kali', 'dengar', 'langsung', 'muka']","['hahaha', 'kali', 'dengar', 'langsung', 'muka']",hahaha kali dengar langsung muka,5.0,Positif
2026-05-01T11:54:45.000Z,mbg nya diganti uang jajan aj💜💜,tiktok,mbg nya diganti uang jajan aj,"['mbg', 'nya', 'diganti', 'uang', 'jajan', 'aj']","['mbg', 'diganti', 'uang', 'jajan', 'saja']","['mbg', 'diganti', 'uang', 'jajan']","['mbg', 'ganti', 'uang', 'jajan']",mbg ganti uang jajan,-3.0,Negatif
2026-05-01T13:27:42.000Z,"ikutan ah
""TIDAAAKKKKKK""",tiktok,"ikutan ah
tidaaakkkkkk","['ikutan', 'ah', 'tidaaakkkkkk']","['ikutan', 'ah', 'tidaaakkkkkk']","['ikutan', 'ah', 'tidaaakkkkkk']","['ikut', 'ah', 'tidaaakkkkkk']",ikut ah tidaaakkkkkk,-3.0,Negatif
2026-05-01T12:03:13.000Z,mbg nya ganti uang 50k perhari aj,tiktok,mbg nya ganti uang k perhari aj,"['mbg', 'nya', 'ganti', 'uang', 'k', 'perhari', 'aj']","['mbg', 'ganti', 'uang', 'ke', 'perhari', 'saja']","['mbg', 'ganti', 'uang', 'perhari']","['mbg', 'ganti', 'uang', 'hari']",mbg ganti uang hari,-3.0,Negatif
2026-05-03T04:25:37.000Z,hentikan mbg dan perbaikii jalan pakkk,tiktok,hentikan mbg dan perbaikii jalan pakkk,"['hentikan', 'mbg', 'dan', 'perbaikii', 'jalan', 'pakkk']","['hentikan', 'mbg', 'dan', 'perbaikii', 'jalan', 'pakkk']","['hentikan', 'mbg', 'perbaikii', 'jalan', 'pakkk']","['henti', 'mbg', 'perbaikii', 'jalan', 'pakkk']",henti mbg perbaikii jalan pakkk,-4.0,Negatif
2026-05-01T13:55:15.000Z,no gda efek sm skli pa,tiktok,no gda efek sm skli pa,"['no', 'gda', 'efek', 'sm', 'skli', 'pa']","['no', 'enggak ada', 'efek', 'sama', 'sekali', 'apa']","['no', 'enggak ada', 'efek']","['no', 'enggak', 'ada', 'efek']",no enggak ada efek,0.0,Netral
2026-05-01T12:59:43.000Z,"menurut gw bermanfaat soalnya gw jajan sekolah cuma 15k dengan ada mbg ini gw bisa sisain sedikit uang sekarang, buat nabung atau keperluan lainnya,
karena sekolah gw pulang jam setengah 3 gw harus hemat uang buat naik transportasi, sarapan, dll.",tiktok,"menurut gw bermanfaat soalnya gw jajan sekolah cuma k dengan ada mbg ini gw bisa sisain sedikit uang sekarang buat nabung atau keperluan lainnya
karena sekolah gw pulang jam setengah  gw harus hemat uang buat naik transportasi sarapan dll","['menurut', 'gw', 'bermanfaat', 'soalnya', 'gw', 'jajan', 'sekolah', 'cuma', 'k', 'dengan', 'ada', 'mbg', 'ini', 'gw', 'bisa', 'sisain', 'sedikit', 'uang', 'sekarang', 'buat', 'nabung', 'atau', 'keperluan', 'lainnya', 'karena', 'sekolah', 'gw', 'pulang', 'jam', 'setengah', 'gw', 'harus', 'hemat', 'uang', 'buat', 'naik', 'transportasi', 'sarapan', 'dll']","['menurut', 'saya', 'bermanfaat', 'soalnya', 'saya', 'jajan', 'sekolah', 'cuma', 'ke', 'dengan', 'ada', 'mbg', 'ini', 'saya', 'bisa', 'menyisakan', 'sedikit', 'uang', 'sekarang', 'buat', 'nabung', 'atau', 'keperluan', 'lainnya', 'karena', 'sekolah', 'saya', 'pulang', 'jam', 'setengah', 'saya', 'harus', 'hemat', 'uang', 'buat', 'naik', 'transportasi', 'sarapan', 'dll']","['bermanfaat', 'jajan', 'sekolah', 'mbg', 'menyisakan', 'uang', 'nabung', 'keperluan', 'sekolah', 'pulang', 'jam', 'hemat', 'uang', 'transportasi', 'sarapan', 'dll']","['manfaat', 'jajan', 'sekolah', 'mbg', 'sisa', 'uang', 'nabung', 'perlu', 'sekolah', 'pulang', 'jam', 'hemat', 'uang', 'transportasi', 'sarap', 'dll']",manfaat jajan sekolah mbg sisa uang nabung perlu sekolah pulang jam hemat uang transportasi sarap dll,9.0,Positif
2026-05-01T11:37:45.000Z,"Stop MBG. lebih banyak yang keracunan daripada dapat gizi.""",tiktok,stop mbg lebih banyak yang keracunan daripada dapat gizi,"['stop', 'mbg', 'lebih', 'banyak', 'yang', 'keracunan', 'daripada', 'dapat', 'gizi']","['stop', 'mbg', 'lebih', 'banyak', 'yang', 'keracunan', 'daripada', 'dapat', 'gizi']","['stop', 'mbg', 'keracunan', 'gizi']","['stop', 'mbg', 'racun', 'gizi']",stop mbg racun gizi,-3.0,Negatif
2026-05-01T12:23:53.000Z,"Aku hidup di jaman tanpa mbg presiden, tetep sehat kuat penuh gizi",tiktok,aku hidup di jaman tanpa mbg presiden tetep sehat kuat penuh gizi,"['aku', 'hidup', 'di', 'jaman', 'tanpa', 'mbg', 'presiden', 'tetep', 'sehat', 'kuat', 'penuh', 'gizi']","['saya', 'hidup', 'di', 'jaman', 'tanpa', 'mbg', 'presiden', 'tetap', 'sehat', 'kuat', 'penuh', 'gizi']","['hidup', 'jaman', 'mbg', 'presiden', 'sehat', 'kuat', 'penuh', 'gizi']","['hidup', 'jaman', 'mbg', 'presiden', 'sehat', 'kuat', 'penuh', 'gizi']",hidup jaman mbg presiden sehat kuat penuh gizi,-7.0,Negatif
2026-05-03T14:21:09.000Z,klau bisa pendidikan juga gratis pak presiden dan ciptakan lapangan kerja,tiktok,klau bisa pendidikan juga gratis pak presiden dan ciptakan lapangan kerja,"['klau', 'bisa', 'pendidikan', 'juga', 'gratis', 'pak', 'presiden', 'dan', 'ciptakan', 'lapangan', 'kerja']","['kalau', 'bisa', 'pendidikan', 'juga', 'gratis', 'pak', 'presiden', 'dan', 'ciptakan', 'lapangan', 'kerja']","['pendidikan', 'gratis', 'presiden', 'ciptakan', 'lapangan', 'kerja']","['didik', 'gratis', 'presiden', 'cipta', 'lapang', 'kerja']",didik gratis presiden cipta lapang kerja,9.0,Positif
2026-05-01T12:17:54.000Z,Programnya bagus bgt tapi yg mengelolah program ini yg banyak masalahnya,tiktok,programnya bagus bgt tapi yg mengelolah program ini yg banyak masalahnya,"['programnya', 'bagus', 'bgt', 'tapi', 'yg', 'mengelolah', 'program', 'ini', 'yg', 'banyak', 'masalahnya']","['programnya', 'bagus', 'banget', 'tapi', 'yang', 'mengelolah', 'program', 'ini', 'yang', 'banyak', 'masalahnya']","['programnya', 'bagus', 'banget', 'mengelolah', 'program']","['program', 'bagus', 'banget', 'elo', 'program']",program bagus banget elo program,-3.0,Negatif
2026-05-01T11:32:52.000Z,"hari buruh kok bahas MBG toh pak. buatlah kebijakan yg pro buruh. contohnya hapus sistem outsourcing, kontrak kerja 6 bulan=kartap, perusahaan tidak boleh seenaknya PHK karyawan jika karyawan tidak melakukan kesalahan atau boleh PHK dg pesangon",tiktok,hari buruh kok bahas mbg toh pak buatlah kebijakan yg pro buruh contohnya hapus sistem outsourcing kontrak kerja  bulankartap perusahaan tidak boleh seenaknya phk karyawan jika karyawan tidak melakukan kesalahan atau boleh phk dg pesangon,"['hari', 'buruh', 'kok', 'bahas', 'mbg', 'toh', 'pak', 'buatlah', 'kebijakan', 'yg', 'pro', 'buruh', 'contohnya', 'hapus', 'sistem', 'outsourcing', 'kontrak', 'kerja', 'bulankartap', 'perusahaan', 'tidak', 'boleh', 'seenaknya', 'phk', 'karyawan', 'jika', 'karyawan', 'tidak', 'melakukan', 'kesalahan', 'atau', 'boleh', 'phk', 'dg', 'pesangon']","['hari', 'buruh', 'kok', 'bahas', 'mbg', 'toh', 'pak', 'buatlah', 'kebijakan', 'yang', 'pro', 'buruh', 'contohnya', 'hapus', 'sistem', 'outsourcing', 'kontrak', 'kerja', 'bulankartap', 'perusahaan', 'tidak', 'boleh', 'seenaknya', 'phk', 'karyawan', 'jika', 'karyawan', 'tidak', 'melakukan', 'kesalahan', 'atau', 'boleh', 'phk', 'dengan', 'pesangon']","['buruh', 'bahas', 'mbg', 'buatlah', 'kebijakan', 'pro', 'buruh', 'contohnya', 'hapus', 'sistem', 'outsourcing', 'kontrak', 'kerja', 'bulankartap', 'perusahaan', 'phk', 'karyawan', 'karyawan', 'kesalahan', 'phk', 'pesangon']","['buruh', 'bahas', 'mbg', 'buat', 'bijak', 'pro', 'buruh', 'contoh', 'hapus', 'sistem', 'outsourcing', 'kontrak', 'kerja', 'bulankartap', 'usaha', 'phk', 'karyawan', 'karyawan', 'salah', 'phk', 'sangon']",buruh bahas mbg buat bijak pro buruh contoh hapus sistem outsourcing kontrak kerja bulankartap usaha phk karyawan karyawan salah phk sangon,-8.0,Negatif
